"order_id","order_date","order_time","total_price","details"
5348,"2015-03-31","17:37:44","29.95","The Big Meat Pizza, The Four Cheese Pizza"
5349,"2015-03-31","17:42:09","41.5","The Italian Supreme Pizza, The Spicy Italian Pizza"
5350,"2015-03-31","17:54:10","50","The Chicken Alfredo Pizza, The Spinach Pesto Pizza, The Thai Chicken Pizza"
5351,"2015-03-31","18:04:00","66","The Green Garden Pizza, The Italian Vegetables Pizza, The Pepper Salami Pizza, The Spicy Italian Pizza"
5352,"2015-03-31","18:04:35","31.25","The Hawaiian Pizza, The Spicy Italian Pizza"
5353,"2015-03-31","18:40:10","46","The Pepperoni Pizza, The Spicy Italian Pizza, The Thai Chicken Pizza"
5354,"2015-03-31","18:50:19","12.75","The California Chicken Pizza"
5355,"2015-03-31","18:51:00","12","The Vegetables + Vegetables Pizza"
5356,"2015-03-31","18:52:00","32.25","The Green Garden Pizza, The Napolitana Pizza"
5357,"2015-03-31","18:55:22","33.25","The Pepperoni Pizza, The Thai Chicken Pizza"
5358,"2015-03-31","19:07:27","77.75","The Barbecue Chicken Pizza, The Mediterranean Pizza, The Southwest Chicken Pizza, The Spinach and Feta Pizza"
5359,"2015-03-31","19:13:16","36","The Pepperoni Pizza, The Soppressata Pizza"
5360,"2015-03-31","19:15:48","20.25","The Calabrese Pizza"
5361,"2015-03-31","19:40:42","26.5","The Chicken Alfredo Pizza, The Pepperoni Pizza"
5362,"2015-03-31","19:59:23","41.25","The Barbecue Chicken Pizza, The Greek Pizza"
5363,"2015-03-31","20:15:58","70","The Prosciutto and Arugula Pizza, The Sicilian Pizza, The Spicy Italian Pizza, The Spinach Supreme Pizza"
5364,"2015-03-31","20:16:14","74.5","The Calabrese Pizza, The Chicken Alfredo Pizza, The Chicken Pesto Pizza, The Pepper Salami Pizza"
5365,"2015-03-31","20:31:48","45","The Italian Supreme Pizza, The Mexicana Pizza, The Spinach Pesto Pizza"
5366,"2015-03-31","21:01:41","69.25","The Classic Deluxe Pizza, The Napolitana Pizza, The Napolitana Pizza, The Spicy Italian Pizza"
5367,"2015-03-31","21:58:06","16.5","The Prosciutto and Arugula Pizza"
5368,"2015-03-31","21:58:47","70","The Barbecue Chicken Pizza, The Mediterranean Pizza, The Pepperoni Pizza, The Pepper Salami Pizza"
5369,"2015-03-31","22:05:04","69.75","The Hawaiian Pizza, The Mexicana Pizza, The Sicilian Pizza, The Spicy Italian Pizza"
5370,"2015-03-31","22:15:48","16.5","The Spicy Italian Pizza"
5371,"2015-04-01","11:17:06","37","The Sicilian Pizza, The Soppressata Pizza"
5372,"2015-04-01","11:42:11","24.5","The Pepperoni Pizza, The Greek Pizza"
5373,"2015-04-01","11:48:13","14.75","The Four Cheese Pizza"
5374,"2015-04-01","12:07:01","30.5","The Pepperoni Pizza"
5375,"2015-04-01","12:09:13","20.75","The California Chicken Pizza"
5376,"2015-04-01","12:13:26","20.25","The Mexicana Pizza"
5377,"2015-04-01","12:17:20","15.25","The Pepperoni Pizza"
5378,"2015-04-01","12:32:00","199.45","The Calabrese Pizza, The Classic Deluxe Pizza, The Five Cheese Pizza, The Four Cheese Pizza, The Four Cheese Pizza, The Green Garden Pizza, The Sicilian Pizza, The Southwest Chicken Pizza, The Spicy Italian Pizza, The Spinach Supreme Pizza, The Greek Pizza"
5379,"2015-04-01","12:35:05","20.75","The Thai Chicken Pizza"
5380,"2015-04-01","12:40:08","20.5","The Classic Deluxe Pizza"
5381,"2015-04-01","12:46:09","16.25","The Sicilian Pizza"
5382,"2015-04-01","12:46:11","12","The Napolitana Pizza"
5383,"2015-04-01","12:49:09","16.5","The Prosciutto and Arugula Pizza"
5384,"2015-04-01","12:55:14","29.95","The Big Meat Pizza, The Four Cheese Pizza"
5385,"2015-04-01","12:57:30","18.5","The Five Cheese Pizza"
5386,"2015-04-01","12:57:44","113","The Big Meat Pizza, The Hawaiian Pizza, The Pepperoni Pizza, The Pepperoni Pizza, The Spinach Supreme Pizza, The Greek Pizza, The Greek Pizza"
5387,"2015-04-01","12:59:48","37.5","The California Chicken Pizza, The Soppressata Pizza"
5388,"2015-04-01","13:12:00","24.5","The Classic Deluxe Pizza, The Pepper Salami Pizza"
5389,"2015-04-01","13:32:58","66.75","The California Chicken Pizza, The Chicken Pesto Pizza, The Italian Vegetables Pizza, The Spinach Pesto Pizza"
5390,"2015-04-01","13:35:10","10.5","The Hawaiian Pizza"
5391,"2015-04-01","13:39:52","61.5","The Big Meat Pizza, The Classic Deluxe Pizza, The Pepper Salami Pizza, The Soppressata Pizza"
5392,"2015-04-01","13:58:04","16","The Italian Capocollo Pizza"
5393,"2015-04-01","13:59:22","12.75","The Southwest Chicken Pizza"
5394,"2015-04-01","14:05:26","40","The Classic Deluxe Pizza, The Mediterranean Pizza, The Vegetables + Vegetables Pizza"
5395,"2015-04-01","14:12:09","16","The Classic Deluxe Pizza"
5396,"2015-04-01","14:41:29","27.25","The Hawaiian Pizza, The Southwest Chicken Pizza"
5397,"2015-04-01","14:58:56","69.75","The Five Cheese Pizza, The Pepperoni Pizza, The Spicy Italian Pizza, The Thai Chicken Pizza"
5398,"2015-04-01","15:11:01","56.25","The Pepperoni Pizza, The Sicilian Pizza, The Spicy Italian Pizza"
5399,"2015-04-01","15:12:18","68.5","The Mexicana Pizza, The Pepperoni, Mushroom, and Peppers Pizza, The Prosciutto and Arugula Pizza, The Southwest Chicken Pizza"
5400,"2015-04-01","15:35:16","28.75","The Green Garden Pizza, The Southwest Chicken Pizza"
5401,"2015-04-01","15:42:42","16.5","The Soppressata Pizza"
5402,"2015-04-01","15:54:54","20.75","The Spicy Italian Pizza"
5403,"2015-04-01","16:13:54","28","The Classic Deluxe Pizza, The Greek Pizza"
5404,"2015-04-01","16:19:31","16.75","The Thai Chicken Pizza"
5405,"2015-04-01","16:25:02","60.75","The Calabrese Pizza, The Napolitana Pizza, The Spinach Supreme Pizza, The Greek Pizza"
5406,"2015-04-01","16:25:54","16.25","The Sicilian Pizza"
5407,"2015-04-01","16:38:26","16.75","The Chicken Alfredo Pizza"
5408,"2015-04-01","17:22:22","32.75","The Chicken Pesto Pizza, The Italian Capocollo Pizza"
5409,"2015-04-01","17:23:17","24","The Napolitana Pizza, The Vegetables + Vegetables Pizza"
5410,"2015-04-01","17:34:22","13.25","The Hawaiian Pizza"
5411,"2015-04-01","17:35:33","12.5","The Soppressata Pizza"
5412,"2015-04-01","17:39:42","16.75","The Chicken Alfredo Pizza"
5413,"2015-04-01","17:56:07","24","The Napolitana Pizza"
5414,"2015-04-01","17:58:34","28","The Italian Capocollo Pizza, The Vegetables + Vegetables Pizza"
5415,"2015-04-01","18:05:33","41","The Sicilian Pizza, The Spinach Supreme Pizza"
5416,"2015-04-01","18:16:13","20.5","The Napolitana Pizza"
5417,"2015-04-01","18:35:42","33.25","The Southwest Chicken Pizza, The Spinach Supreme Pizza"
5418,"2015-04-01","18:36:50","20.75","The Southwest Chicken Pizza"
5419,"2015-04-01","19:04:32","31","The Five Cheese Pizza, The Spinach Pesto Pizza"
5420,"2015-04-01","19:06:29","57","The Napolitana Pizza, The Sicilian Pizza, The Southwest Chicken Pizza"
5421,"2015-04-01","19:17:13","12.5","The Spinach Pesto Pizza"
5422,"2015-04-01","19:20:19","32.75","The Green Garden Pizza, The Southwest Chicken Pizza"
5423,"2015-04-01","19:23:19","50.7","The Four Cheese Pizza, The Prosciutto and Arugula Pizza, The Sicilian Pizza"
5424,"2015-04-01","19:29:17","35.5","The Four Cheese Pizza, The Pepper Salami Pizza"
5425,"2015-04-01","19:33:04","12.75","The Southwest Chicken Pizza"
5426,"2015-04-01","19:39:53","49.25","The Italian Capocollo Pizza, The Italian Vegetables Pizza, The Spinach and Feta Pizza"
5427,"2015-04-01","19:48:16","29.5","The Five Cheese Pizza, The Pepperoni, Mushroom, and Peppers Pizza"
5428,"2015-04-01","19:49:32","16.5","The Hawaiian Pizza"
5429,"2015-04-01","19:54:31","47","The Five Cheese Pizza, The Prosciutto and Arugula Pizza, The Vegetables + Vegetables Pizza"
5430,"2015-04-01","20:08:29","16","The Vegetables + Vegetables Pizza"
5431,"2015-04-01","20:27:58","63.5","The Hawaiian Pizza, The Italian Supreme Pizza, The Pepperoni Pizza, The Soppressata Pizza"
5432,"2015-04-01","21:23:53","24.5","The Green Garden Pizza, The Spinach Pesto Pizza"
5433,"2015-04-01","21:44:14","16.75","The Barbecue Chicken Pizza"
5434,"2015-04-01","21:57:37","20.75","The Italian Supreme Pizza"
5435,"2015-04-01","22:02:06","42","The Barbecue Chicken Pizza, The Chicken Alfredo Pizza, The Spinach Supreme Pizza"
5436,"2015-04-01","22:14:04","12","The Classic Deluxe Pizza"
5437,"2015-04-01","22:41:48","18.5","The Five Cheese Pizza"
5438,"2015-04-02","11:37:27","13.25","The Hawaiian Pizza"
5439,"2015-04-02","11:40:19","48","The Four Cheese Pizza, The Italian Supreme Pizza, The Spicy Italian Pizza"
5440,"2015-04-02","11:52:41","20.75","The Italian Supreme Pizza"
5441,"2015-04-02","11:53:01","235.25","The Barbecue Chicken Pizza, The California Chicken Pizza, The Chicken Pesto Pizza, The Classic Deluxe Pizza, The Hawaiian Pizza, The Hawaiian Pizza, The Italian Supreme Pizza, The Pepper Salami Pizza, The Prosciutto and Arugula Pizza, The Spinach and Feta Pizza, The Greek Pizza"
5442,"2015-04-02","12:02:57","20.75","The Thai Chicken Pizza"
5443,"2015-04-02","12:05:52","18.5","The Five Cheese Pizza"
5444,"2015-04-02","12:14:05","16","The Napolitana Pizza"
5445,"2015-04-02","12:21:54","20.75","The Southwest Chicken Pizza"
5446,"2015-04-02","12:30:18","41.5","The Spicy Italian Pizza, The Thai Chicken Pizza"
5447,"2015-04-02","12:36:01","41.25","The Italian Capocollo Pizza, The Pepper Salami Pizza"
5448,"2015-04-02","12:41:56","49.25","The Barbecue Chicken Pizza, The Hawaiian Pizza, The Mexicana Pizza"
5449,"2015-04-02","12:51:18","37.25","The Pepper Salami Pizza, The Spinach Supreme Pizza"
5450,"2015-04-02","12:52:00","58.7","The Big Meat Pizza, The Chicken Alfredo Pizza, The Four Cheese Pizza, The Spinach and Feta Pizza"
5451,"2015-04-02","12:57:59","39.25","The California Chicken Pizza, The Hawaiian Pizza, The Napolitana Pizza"
5452,"2015-04-02","12:58:32","267.1","The Brie Carre Pizza, The Calabrese Pizza, The Chicken Pesto Pizza, The Four Cheese Pizza, The Green Garden Pizza, The Hawaiian Pizza, The Pepperoni Pizza, The Prosciutto and Arugula Pizza, The Prosciutto and Arugula Pizza, The Southwest Chicken Pizza, The Southwest Chicken Pizza, The Greek Pizza"
5453,"2015-04-02","12:58:44","16.75","The Chicken Alfredo Pizza"
5454,"2015-04-02","12:59:47","20.75","The Chicken Alfredo Pizza"
5455,"2015-04-02","13:01:17","23.65","The Brie Carre Pizza"
5456,"2015-04-02","13:01:37","13.25","The Hawaiian Pizza"
5457,"2015-04-02","13:08:42","24.75","The Green Garden Pizza, The Italian Vegetables Pizza"
5458,"2015-04-02","13:11:16","12.75","The Thai Chicken Pizza"
5459,"2015-04-02","13:16:43","78.5","The Barbecue Chicken Pizza, The Calabrese Pizza, The Classic Deluxe Pizza, The Italian Vegetables Pizza"
5460,"2015-04-02","13:27:25","16.75","The Barbecue Chicken Pizza"
5461,"2015-04-02","13:50:18","71.75","The California Chicken Pizza, The California Chicken Pizza, The Chicken Alfredo Pizza, The Pepperoni, Mushroom, and Peppers Pizza"
5462,"2015-04-02","14:57:11","22.25","The Italian Supreme Pizza, The Pepperoni Pizza"
5463,"2015-04-02","15:25:51","45.75","The Mexicana Pizza, The Greek Pizza"
5464,"2015-04-02","15:26:14","25.5","The Greek Pizza"
5465,"2015-04-02","15:28:26","46.7","The Four Cheese Pizza, The Hawaiian Pizza, The Sicilian Pizza"
5466,"2015-04-02","15:29:15","65.95","The Barbecue Chicken Pizza, The Chicken Alfredo Pizza, The Four Cheese Pizza, The Pepperoni, Mushroom, and Peppers Pizza"
5467,"2015-04-02","15:45:57","36.5","The Classic Deluxe Pizza, The Napolitana Pizza, The Soppressata Pizza"
5468,"2015-04-02","16:03:04","34.45","The Four Cheese Pizza, The Spicy Italian Pizza"
5469,"2015-04-02","16:23:58","45","The Calabrese Pizza, The Italian Vegetables Pizza, The Greek Pizza"
5470,"2015-04-02","16:25:44","65.5","The Big Meat Pizza, The Italian Supreme Pizza, The Italian Vegetables Pizza, The Vegetables + Vegetables Pizza"
5471,"2015-04-02","16:26:51","30.5","The Five Cheese Pizza, The Spinach and Feta Pizza"
5472,"2015-04-02","16:27:44","37","The Sicilian Pizza, The Southwest Chicken Pizza"
5473,"2015-04-02","16:33:08","75.95","The Four Cheese Pizza, The Italian Capocollo Pizza, The Spinach and Feta Pizza, The Greek Pizza"
5474,"2015-04-02","16:59:43","16.5","The Italian Supreme Pizza"
5475,"2015-04-02","17:07:48","16.75","The Italian Vegetables Pizza"
5476,"2015-04-02","17:08:36","20.75","The Prosciutto and Arugula Pizza"
5477,"2015-04-02","17:17:20","62.5","The California Chicken Pizza, The Hawaiian Pizza, The Spinach Supreme Pizza, The Thai Chicken Pizza"
5478,"2015-04-02","17:19:53","35.9","The Four Cheese Pizza"
5479,"2015-04-02","17:32:17","46.25","The Barbecue Chicken Pizza, The California Chicken Pizza, The Chicken Pesto Pizza"
5480,"2015-04-02","17:48:05","12","The Big Meat Pizza"
5481,"2015-04-02","17:57:40","62.25","The Barbecue Chicken Pizza, The California Chicken Pizza, The Napolitana Pizza, The Pepper Salami Pizza"
5482,"2015-04-02","18:06:43","54","The Classic Deluxe Pizza, The Pepper Salami Pizza, The Greek Pizza"
5483,"2015-04-02","18:15:08","33.25","The Chicken Pesto Pizza, The Greek Pizza"
5484,"2015-04-02","18:27:15","51.25","The Chicken Pesto Pizza, The Classic Deluxe Pizza, The Five Cheese Pizza"
5485,"2015-04-02","18:27:22","26.5","The Green Garden Pizza, The Hawaiian Pizza"
5486,"2015-04-02","18:30:14","41.25","The Italian Capocollo Pizza, The Southwest Chicken Pizza"
5487,"2015-04-02","19:19:54","64.5","The Calabrese Pizza, The Classic Deluxe Pizza, The Mediterranean Pizza, The Spinach and Feta Pizza"
5488,"2015-04-02","19:22:17","41.5","The Soppressata Pizza, The Thai Chicken Pizza"
5489,"2015-04-02","19:27:27","16.75","The California Chicken Pizza"
5490,"2015-04-02","19:51:51","20.75","The Thai Chicken Pizza"
5491,"2015-04-02","20:04:13","16.5","The Hawaiian Pizza"
5492,"2015-04-02","20:52:16","32","The Pepperoni, Mushroom, and Peppers Pizza, The Pepperoni, Mushroom, and Peppers Pizza"
5493,"2015-04-02","20:52:41","9.75","The Pepperoni Pizza"
5494,"2015-04-02","21:04:03","33.25","The California Chicken Pizza, The Napolitana Pizza"
5495,"2015-04-02","21:06:39","20.75","The Southwest Chicken Pizza"
5496,"2015-04-02","21:41:03","12","The Italian Capocollo Pizza"
5497,"2015-04-02","22:13:02","12.5","The Spicy Italian Pizza"
5498,"2015-04-02","22:15:45","29.5","The Big Meat Pizza, The Pepperoni, Mushroom, and Peppers Pizza"
5499,"2015-04-02","22:27:54","20.75","The Pepper Salami Pizza"
5500,"2015-04-03","11:22:06","68.75","The Calabrese Pizza, The Green Garden Pizza, The Italian Capocollo Pizza, The Spinach and Feta Pizza"
5501,"2015-04-03","11:40:05","10.5","The Hawaiian Pizza"
5502,"2015-04-03","11:44:44","13.25","The Hawaiian Pizza"
5503,"2015-04-03","12:02:33","49","The Big Meat Pizza, The Calabrese Pizza, The Spicy Italian Pizza"
5504,"2015-04-03","12:07:15","16.5","The Italian Supreme Pizza"
5505,"2015-04-03","12:09:00","23.65","The Brie Carre Pizza"
5506,"2015-04-03","12:22:11","16.5","The Prosciutto and Arugula Pizza"
5507,"2015-04-03","12:29:18","18.5","The Five Cheese Pizza"
5508,"2015-04-03","12:31:10","42.75","The Classic Deluxe Pizza, The Four Cheese Pizza, The Italian Capocollo Pizza"
5509,"2015-04-03","12:33:41","17.5","The Pepperoni, Mushroom, and Peppers Pizza"
5510,"2015-04-03","12:43:38","20.5","The Greek Pizza"
5511,"2015-04-03","12:55:54","16.75","The Thai Chicken Pizza"
5512,"2015-04-03","12:59:05","73.25","The Big Meat Pizza, The Italian Capocollo Pizza, The Italian Supreme Pizza, The Mediterranean Pizza, The Pepper Salami Pizza"
5513,"2015-04-03","13:03:41","219.5","The Classic Deluxe Pizza, The Classic Deluxe Pizza, The Five Cheese Pizza, The Green Garden Pizza, The Mediterranean Pizza, The Napolitana Pizza, The Pepperoni, Mushroom, and Peppers Pizza, The Prosciutto and Arugula Pizza, The Soppressata Pizza, The Southwest Chicken Pizza, The Spinach Supreme Pizza, The Thai Chicken Pizza, The Vegetables + Vegetables Pizza, The Vegetables + Vegetables Pizza"
5514,"2015-04-03","13:19:23","16.5","The Pepper Salami Pizza"
5515,"2015-04-03","13:24:51","51.75","The California Chicken Pizza, The Hawaiian Pizza, The Greek Pizza"
5516,"2015-04-03","13:29:45","48.5","The Italian Capocollo Pizza, The Pepperoni Pizza, The Thai Chicken Pizza"
5517,"2015-04-03","13:39:40","12","The Big Meat Pizza"
5518,"2015-04-03","13:46:06","25.25","The Big Meat Pizza, The Hawaiian Pizza"
5519,"2015-04-03","13:46:32","25.5","The Greek Pizza"
5520,"2015-04-03","13:47:13","41.5","The Italian Supreme Pizza, The Spicy Italian Pizza"
5521,"2015-04-03","14:09:35","16.75","The Southwest Chicken Pizza"
5522,"2015-04-03","14:41:41","16.5","The Spicy Italian Pizza"
5523,"2015-04-03","14:47:14","14.5","The Pepperoni, Mushroom, and Peppers Pizza"
5524,"2015-04-03","14:56:00","148.5","The Big Meat Pizza, The California Chicken Pizza, The Hawaiian Pizza, The Hawaiian Pizza, The Mediterranean Pizza, The Sicilian Pizza, The Thai Chicken Pizza, The Thai Chicken Pizza, The Vegetables + Vegetables Pizza"
5525,"2015-04-03","15:19:53","40.15","The Brie Carre Pizza, The Italian Supreme Pizza"
5526,"2015-04-03","15:21:49","56.75","The Chicken Alfredo Pizza, The Classic Deluxe Pizza, The Spinach and Feta Pizza, The Vegetables + Vegetables Pizza"
5527,"2015-04-03","15:31:12","56.75","The Calabrese Pizza, The Classic Deluxe Pizza, The Mediterranean Pizza, The Prosciutto and Arugula Pizza"
5528,"2015-04-03","15:57:56","16.5","The Soppressata Pizza"
5529,"2015-04-03","16:16:53","16.5","The Soppressata Pizza"
5530,"2015-04-03","16:23:57","12","The Greek Pizza"
5531,"2015-04-03","16:25:44","20.75","The Barbecue Chicken Pizza"
5532,"2015-04-03","16:39:02","61.75","The Italian Capocollo Pizza, The Pepper Salami Pizza, The Spinach Supreme Pizza, The Thai Chicken Pizza"
5533,"2015-04-03","16:40:10","16","The Mediterranean Pizza"
5534,"2015-04-03","17:04:30","41.5","The California Chicken Pizza, The Spicy Italian Pizza"
5535,"2015-04-03","17:19:22","29.5","The Barbecue Chicken Pizza, The Italian Vegetables Pizza"
5536,"2015-04-03","17:22:10","14.5","The Pepperoni, Mushroom, and Peppers Pizza"
5537,"2015-04-03","17:49:38","12","The Classic Deluxe Pizza"
5538,"2015-04-03","18:01:29","24","The Napolitana Pizza, The Vegetables + Vegetables Pizza"
5539,"2015-04-03","18:13:35","37.5","The Barbecue Chicken Pizza, The Soppressata Pizza"
5540,"2015-04-03","18:13:45","80.75","The California Chicken Pizza, The Five Cheese Pizza, The Spinach Supreme Pizza, The Thai Chicken Pizza"
5541,"2015-04-03","18:25:22","46","The Prosciutto and Arugula Pizza, The Soppressata Pizza, The Southwest Chicken Pizza"
5542,"2015-04-03","18:44:00","65.5","The Italian Supreme Pizza, The Napolitana Pizza, The Pepperoni Pizza, The Vegetables + Vegetables Pizza"
5543,"2015-04-03","18:48:12","57.5","The Barbecue Chicken Pizza, The Prosciutto and Arugula Pizza, The Sicilian Pizza"
5544,"2015-04-03","19:04:14","69.2","The Four Cheese Pizza, The Pepperoni Pizza, The Spinach and Feta Pizza, The Greek Pizza"
5545,"2015-04-03","19:05:13","25.5","The Greek Pizza"
5546,"2015-04-03","19:26:13","53","The Classic Deluxe Pizza, The Pepperoni Pizza, The Pepper Salami Pizza, The Spinach and Feta Pizza"
5547,"2015-04-03","19:27:22","33","The Calabrese Pizza, The Thai Chicken Pizza"
5548,"2015-04-03","19:30:34","73.75","The Hawaiian Pizza, The Sicilian Pizza, The Sicilian Pizza, The Thai Chicken Pizza"
5549,"2015-04-03","19:40:36","20.75","The Pepper Salami Pizza"
5550,"2015-04-03","19:52:03","16","The Vegetables + Vegetables Pizza"
5551,"2015-04-03","20:15:25","36.75","The Sicilian Pizza, The Spicy Italian Pizza"
5552,"2015-04-03","20:20:16","32","The Italian Vegetables Pizza, The Pepperoni, Mushroom, and Peppers Pizza"
5553,"2015-04-03","20:25:28","16.75","The California Chicken Pizza"
5554,"2015-04-03","20:28:49","55.5","The Classic Deluxe Pizza, The Hawaiian Pizza, The Hawaiian Pizza"
5555,"2015-04-03","20:39:59","45.95","The Classic Deluxe Pizza, The Four Cheese Pizza, The Green Garden Pizza"
5556,"2015-04-03","20:42:09","35","The Italian Capocollo Pizza, The Pepperoni, Mushroom, and Peppers Pizza"
5557,"2015-04-03","21:05:38","41.25","The California Chicken Pizza, The Napolitana Pizza"
5558,"2015-04-03","21:48:03","50.75","The Barbecue Chicken Pizza, The Hawaiian Pizza, The Thai Chicken Pizza"
5559,"2015-04-03","21:55:15","25","The Sicilian Pizza, The Southwest Chicken Pizza"
5560,"2015-04-03","22:05:31","68.25","The Five Cheese Pizza, The Italian Capocollo Pizza, The Italian Vegetables Pizza, The Soppressata Pizza"
5561,"2015-04-03","22:08:55","29.75","The Hawaiian Pizza, The Soppressata Pizza"
5562,"2015-04-03","22:12:28","68","The Barbecue Chicken Pizza, The Chicken Pesto Pizza, The Pepperoni Pizza, The Thai Chicken Pizza"
5563,"2015-04-03","22:40:27","12","The Big Meat Pizza"
5564,"2015-04-04","10:43:04","52.75","The Calabrese Pizza, The Italian Capocollo Pizza, The Napolitana Pizza"
5565,"2015-04-04","12:06:43","16.75","The Barbecue Chicken Pizza"
5566,"2015-04-04","12:20:36","51","The Classic Deluxe Pizza, The Italian Capocollo Pizza, The Pepperoni, Mushroom, and Peppers Pizza, The Greek Pizza"
5567,"2015-04-04","12:27:39","20.75","The Spicy Italian Pizza"
5568,"2015-04-04","12:39:43","12","The Classic Deluxe Pizza"
5569,"2015-04-04","12:58:24","11","The Pepperoni, Mushroom, and Peppers Pizza"
5570,"2015-04-04","13:02:52","16.5","The Spicy Italian Pizza"
5571,"2015-04-04","13:10:43","20.75","The Thai Chicken Pizza"
5572,"2015-04-04","13:29:09","78.75","The Napolitana Pizza, The Southwest Chicken Pizza, The Greek Pizza, The Vegetables + Vegetables Pizza"
5573,"2015-04-04","13:38:23","32.75","The Southwest Chicken Pizza, The Greek Pizza"
5574,"2015-04-04","13:45:41","27","The Hawaiian Pizza, The Soppressata Pizza"
5575,"2015-04-04","13:49:37","33.25","The Soppressata Pizza, The Southwest Chicken Pizza"
5576,"2015-04-04","13:54:50","24","The Italian Capocollo Pizza, The Spinach and Feta Pizza"
5577,"2015-04-04","13:56:42","49","The Chicken Pesto Pizza, The Mexicana Pizza, The Vegetables + Vegetables Pizza"
5578,"2015-04-04","13:58:27","12.5","The Spicy Italian Pizza"
5579,"2015-04-04","14:04:05","240.2","The Barbecue Chicken Pizza, The California Chicken Pizza, The Classic Deluxe Pizza, The Four Cheese Pizza, The Green Garden Pizza, The Hawaiian Pizza, The Italian Supreme Pizza, The Italian Supreme Pizza, The Italian Vegetables Pizza, The Pepperoni, Mushroom, and Peppers Pizza, The Southwest Chicken Pizza, The Spinach Pesto Pizza, The Spinach and Feta Pizza, The Thai Chicken Pizza"
5580,"2015-04-04","14:09:08","152.25","The Big Meat Pizza, The California Chicken Pizza, The Napolitana Pizza, The Prosciutto and Arugula Pizza, The Sicilian Pizza, The Spicy Italian Pizza, The Vegetables + Vegetables Pizza"
5581,"2015-04-04","14:22:39","53.75","The Italian Supreme Pizza, The Spicy Italian Pizza"
5582,"2015-04-04","14:32:19","29","The Five Cheese Pizza, The Hawaiian Pizza"
5583,"2015-04-04","14:40:40","20.75","The Pepper Salami Pizza"
5584,"2015-04-04","14:49:49","16","The Greek Pizza"
5585,"2015-04-04","15:30:04","47.75","The Pepperoni, Mushroom, and Peppers Pizza, The Pepperoni Pizza, The Thai Chicken Pizza"
5586,"2015-04-04","15:38:51","62.25","The California Chicken Pizza, The Italian Vegetables Pizza, The Mexicana Pizza, The Spicy Italian Pizza"
5587,"2015-04-04","16:00:38","39","The Classic Deluxe Pizza, The Hawaiian Pizza, The Spinach Supreme Pizza"
5588,"2015-04-04","16:18:37","40.75","The Greek Pizza, The Vegetables + Vegetables Pizza"
5589,"2015-04-04","16:18:40","13.25","The Hawaiian Pizza"
5590,"2015-04-04","16:40:26","32.25","The Spinach and Feta Pizza, The Vegetables + Vegetables Pizza"
5591,"2015-04-04","16:44:53","9.75","The Pepperoni Pizza"
5592,"2015-04-04","16:49:43","12.5","The Soppressata Pizza"
5593,"2015-04-04","17:01:19","33.5","The Southwest Chicken Pizza, The Spinach Supreme Pizza"
5594,"2015-04-04","17:23:24","28.5","The Italian Supreme Pizza, The Napolitana Pizza"
5595,"2015-04-04","17:38:43","41.5","The Pepper Salami Pizza, The Thai Chicken Pizza"
5596,"2015-04-04","18:14:44","32.25","The Big Meat Pizza, The Mediterranean Pizza"
5597,"2015-04-04","18:16:51","68","The Five Cheese Pizza, The Pepperoni Pizza, The Sicilian Pizza, The Thai Chicken Pizza"
5598,"2015-04-04","18:17:10","57","The Mexicana Pizza, The Spicy Italian Pizza, The Spinach and Feta Pizza"
5599,"2015-04-04","18:19:49","34","The Hawaiian Pizza, The Spicy Italian Pizza"
5600,"2015-04-04","18:31:43","24.5","The Classic Deluxe Pizza, The Italian Supreme Pizza"
5601,"2015-04-04","18:34:34","72.25","The Classic Deluxe Pizza, The Four Cheese Pizza, The Thai Chicken Pizza"
5602,"2015-04-04","18:44:46","20.5","The Italian Capocollo Pizza"
5603,"2015-04-04","18:48:29","66.25","The Barbecue Chicken Pizza, The Mediterranean Pizza, The Thai Chicken Pizza"
5604,"2015-04-04","18:49:41","20.25","The Sicilian Pizza"
5605,"2015-04-04","19:04:01","28","The Green Garden Pizza, The Italian Capocollo Pizza"
5606,"2015-04-04","19:19:10","16.75","The California Chicken Pizza"
5607,"2015-04-04","19:25:28","59.75","The Hawaiian Pizza, The Prosciutto and Arugula Pizza, The Spinach and Feta Pizza, The Spinach Supreme Pizza"
5608,"2015-04-04","19:32:03","78.75","The Classic Deluxe Pizza, The Pepper Salami Pizza, The Spinach Supreme Pizza, The Greek Pizza"
5609,"2015-04-04","19:36:07","67.15","The Brie Carre Pizza, The Hawaiian Pizza, The Pepperoni, Mushroom, and Peppers Pizza, The Vegetables + Vegetables Pizza"
5610,"2015-04-04","19:39:31","16.75","The Chicken Alfredo Pizza"
5611,"2015-04-04","19:46:39","37","The Hawaiian Pizza, The Napolitana Pizza"
5612,"2015-04-04","20:01:53","48.25","The Calabrese Pizza, The Greek Pizza, The Vegetables + Vegetables Pizza"
5613,"2015-04-04","20:31:44","65.5","The Big Meat Pizza, The Hawaiian Pizza, The Italian Capocollo Pizza, The Spinach Supreme Pizza"
5614,"2015-04-04","20:35:00","32","The California Chicken Pizza, The Pepperoni Pizza"
5615,"2015-04-04","20:37:20","69.75","The Mediterranean Pizza, The Prosciutto and Arugula Pizza, The Sicilian Pizza, The Thai Chicken Pizza"
5616,"2015-04-04","20:42:02","20.75","The Barbecue Chicken Pizza"
5617,"2015-04-04","20:48:01","16.75","The Southwest Chicken Pizza"
